model_name,accuracy,balanced_accuracy,precision,recall,specificity,f1,f2,roc_auc,average_precision_pr_auc,mcc,cohen_kappa,brier_score,log_loss,threshold,test_rows
Decision Tree,0.822480797890634,0.7607077339519375,0.6991357159542163,0.6232819658475636,0.8981335020563113,0.6590333590223495,0.6371067308101664,0.8790615409112597,0.72232744022525,0.5411955117832238,0.5395695958698459,0.12207176342786709,0.39041693584921316,0.5,17446
