model_name,accuracy,balanced_accuracy,precision,recall,specificity,f1,f2,roc_auc,average_precision_pr_auc,mcc,cohen_kappa,brier_score,log_loss,threshold,test_rows
Logistic Regression,0.7659062249226184,0.7767631092233135,0.5514769142529395,0.8009162848812995,0.7526099335653275,0.6531929347826086,0.7344740661523184,0.8478887645807182,0.6648835379351652,0.5047028181484823,0.48543637490268354,0.16205235010759728,0.4909446844161882,0.5,17446
