model_name,accuracy,balanced_accuracy,precision,recall,specificity,f1,f2,roc_auc,average_precision_pr_auc,mcc,cohen_kappa,brier_score,log_loss,threshold,test_rows
Gradient Boosting,0.8387596010546831,0.7829813377875217,0.7292002765614197,0.6588921282798834,0.9070705472951598,0.6922656164533421,0.6718477937741538,0.9031491907107669,0.7797295997343309,0.5847828636981365,0.5834065309345425,0.11049492786620013,0.34450224536110885,0.5,17446
