model_name,accuracy,balanced_accuracy,precision,recall,specificity,f1,f2,roc_auc,average_precision_pr_auc,mcc,cohen_kappa,brier_score,log_loss,threshold,test_rows
Random Forest,0.8427146623867935,0.8029524533764205,0.7141965029142381,0.714493960849646,0.8914109459031951,0.7143452009160941,0.7144344494419457,0.9039495828546605,0.7874665734429569,0.60582668459684,0.6058266595942681,0.1106002228133585,0.3540098283372474,0.5,17446
